Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,8,MC def,Milk Carton - DEF,krs4,,,,,,,,,,,2,,,,,,,,6,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,6,C5,CONTROL 5,krs4,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,4,FF def,Fruity Fermented - DEF,krs4,,,,,,,,,1,,,,,,,,,,5,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,2,A def,Acid - DEF,krs4,2,,,,,,,,,,,,,,,,,,1,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,1,C6,CONTROL 6,krs4,,,,,,,,,,,,,,1,,,,,9,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,3,CK def,Cooked - DEF,krs4,,,,,2,,,,,,,,,,,,,,8,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,5,C7,CONTROL 7,krs4,,,,,,,,,,,1,,,,,,,,7,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,7,C8,CONTROL 8,krs4,,,,,,,,,,,,,,1,,,,,9,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,7,C4,CONTROL 4,nrs13,,,,,,,,,,,,,,,,,,,9.2,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,9,MC def,Milk Carton - DEF,nrs13,,,,,,,,,,,,,,2,,,,,8,Rancid sample did not seem as strong in skim as in 2%
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,8,C5,CONTROL 5,nrs13,,,,,,,,,,,,,,,,,,,9.2,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,6,FF def,Fruity Fermented - DEF,nrs13,,,,,,,,,2,,,,,,,,,,3,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,4,A def,Acid - DEF,nrs13,2,,,,,,,,,,,,,,,,,,1,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,2,C6,CONTROL 6,nrs13,,,,,,,,,,,,,,,,,,,9.2,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,1,CK def,Cooked - DEF,nrs13,,,,,2,,,,,,,,,,,,,,8,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,3,C7,CONTROL 7,nrs13,,,,,,,,,,,,,,,,,,,9.2,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,5,C8,CONTROL 8,nrs13,,,,,,,,,,,,,,,,,,,9.2,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,5,C4,CONTROL 4,dk657,,,,,,,,,,,,,,,,,,,10,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,7,MC def,Milk Carton - DEF,dk657,,,,,,,,,,,,,,2,,,,,8,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,9,C5,CONTROL 5,dk657,,,,,,,,,,,,,,,,,,,10,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,8,FF def,Fruity Fermented - DEF,dk657,,,,,,,,,2,,,,,,,,,,3,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,6,A def,Acid - DEF,dk657,2,,,,,,,,,,,,,,,,,,1,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,4,C6,CONTROL 6,dk657,,,,,,,,,,,,,,,,,,,10,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,2,CK def,Cooked - DEF,dk657,,,,,1,,,,,,,,,,,,,,9,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,1,C7,CONTROL 7,dk657,,,,,,,,,,,,,,,,,,,10,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,3,C8,CONTROL 8,dk657,,,,,,,,,,,,,,,,,,,10,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,3,C4,CONTROL 4,arw93,,,,,,,,,,,,,,,,,,,9,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,5,MC def,Milk Carton - DEF,arw93,,,,,,,,,,,2,,,,,,,,6,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,7,C5,CONTROL 5,arw93,,,,,,,1,,,,,,,,,,,,9,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,9,FF def,Fruity Fermented - DEF,arw93,,,,,,,,,2,,,,,,,,,,3,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,8,A def,Acid - DEF,arw93,2,,,,,,,,,,,,,,,,,,3,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,6,C6,CONTROL 6,arw93,,,,,,,,,,,,,,,,,,,9,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,4,CK def,Cooked - DEF,arw93,,,,,2,,,,,,,,,,,,,,8,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,2,C7,CONTROL 7,arw93,,,,,,,,,,,2,,,,,,,,6,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,1,C8,CONTROL 8,arw93,,,,,,,,,,,,,,,,,,,9,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,9,C4,CONTROL 4,ram524,,,,,,,,,,,,,,,,,,,10,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,7,MC def,Milk Carton - DEF,ram524,,,,,,,,,,,,,,2,,,,,8,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,5,C5,CONTROL 5,ram524,,,,,,,,,,,,,,,,,,,10,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,3,FF def,Fruity Fermented - DEF,ram524,,,,,,,,,2,,,,,,,,,,3,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,1,A def,Acid - DEF,ram524,1,,,,,,,,,,,,,,,,,,3,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,2,C6,CONTROL 6,ram524,,,,,,,,,,,,,,,,,,,10,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,4,CK def,Cooked - DEF,ram524,,,,,2,,,,,,,,,,,,,,8,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,6,C7,CONTROL 7,ram524,,,,,,,,,,,1,,,,,,,,7,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,8,C8,CONTROL 8,ram524,,,,,,,2,,,,,,,,,,,,8,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,8,C4,CONTROL 4,rc687,,,,,,,1,,,,,,,,,,,,9,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,9,MC def,Milk Carton - DEF,rc687,,,,,,,,,,,,,,2,,,,,8,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,7,C5,CONTROL 5,rc687,,,,,,,,,,,,,,,,,,,9,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,5,FF def,Fruity Fermented - DEF,rc687,,,,,,,,,2,,,,,,,,,,3,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,3,A def,Acid - DEF,rc687,1,,,,,,,,,,,,,,,,,,3,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,1,C6,CONTROL 6,rc687,,,,,,,,,,,,,,,,,,,9,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,2,CK def,Cooked - DEF,rc687,,,,,1,,,,,,,,,,,,,,9,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,4,C7,CONTROL 7,rc687,,,,,,,,,,,,,,,,,,,9,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,6,C8,CONTROL 8,rc687,,,,,,,,,,,,,,,,,,,9,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,6,C4,CONTROL 4,at543,,,,,,,,,,,,,,,,,,,9.4,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,8,MC def,Milk Carton - DEF,at543,,,,,,,,,,,,,,2,,,,,8,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,9,C5,CONTROL 5,at543,,,,,1,,,,,,,,,,,,,,9,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,7,FF def,Fruity Fermented - DEF,at543,,,,,,,,,2,,,,,,,,,,3,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,5,A def,Acid - DEF,at543,1,,,,,,,,,,,,,,,,,,3,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,3,C6,CONTROL 6,at543,,,,,,,1,,,,,,,,,,,,9,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,1,CK def,Cooked - DEF,at543,,,,,1,,,,,,,,,,,,,,9,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,2,C7,CONTROL 7,at543,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,4,C8,CONTROL 8,at543,,,,,,,,,,,,,,,,,,,9.2,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,4,C4,CONTROL 4,edf46,,,,,,,,,,,1,,,,,,,,7,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,6,MC def,Milk Carton - DEF,edf46,,,,,,,,,,,2,,,,,,,,6,(Nt)
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,8,C5,CONTROL 5,edf46,,,,,,,,,,,,,,,,,,,9,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,9,FF def,Fruity Fermented - DEF,edf46,,,,,,,,,2,,,,,,,,,,3,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,7,A def,Acid - DEF,edf46,1.5,,,,,,,,,,,,,,,,,,2,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,5,C6,CONTROL 6,edf46,,,,,2,,,,,,,,,,,,,,8,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,3,CK def,Cooked - DEF,edf46,,,,,,,,,,3,,,,,,,,,6,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,1,C7,CONTROL 7,edf46,,,,,1.5,,,,,,,,,,,,,,7.5,Light oxidized (nt)
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,2,C8,CONTROL 8,edf46,,,,,,1,,,,,,,,,,,,,8.5,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,2,C4,CONTROL 4,sw38,,,,,1,,,,,,,,,,,,,,9,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,4,MC def,Milk Carton - DEF,sw38,,,,,,,,,,,,,,2,,,,,8,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,6,C5,CONTROL 5,sw38,,,,,,,,,,,,,,,,,,,9,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,8,FF def,Fruity Fermented - DEF,sw38,,,,,,,,,2,,,,,,,,,,3,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,9,A def,Acid - DEF,sw38,2,,,,,,,,,,,,,,,,,,1,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,7,C6,CONTROL 6,sw38,,,,,,,,,,,,,,1,,,,,9,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,5,CK def,Cooked - DEF,sw38,,,,,2,,,,,,,,,,,,,,8,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,3,C7,CONTROL 7,sw38,,,,,,,2,,,,,,,,,,,,8,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,1,C8,CONTROL 8,sw38,,,,,,,,,,,1,,,,,,,,7,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,1,C4,CONTROL 4,cjh263,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,2,MC def,Milk Carton - DEF,cjh263,,,,,,,,,,,,,,2,,,,,8,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,4,C5,CONTROL 5,cjh263,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,6,FF def,Fruity Fermented - DEF,cjh263,,,,,,,,,2,,,,,,,,,,3,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,8,A def,Acid - DEF,cjh263,2,,,,,,,,,,,,,,,,,,2,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,9,C6,CONTROL 6,cjh263,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,7,CK def,Cooked - DEF,cjh263,,,,,2,,,,,,,,,,,,,,8,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,5,C7,CONTROL 7,cjh263,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,3,C8,CONTROL 8,cjh263,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,3,C4,CONTROL 4,kc663,,,,,,,,,,,,,,,,,,,10,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,1,MC def,Milk Carton - DEF,kc663,,,,,,,,,,,,,,1,,,,,9,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,2,C5,CONTROL 5,kc663,,,,,,,,,,,,,,,,,,,10,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,4,FF def,Fruity Fermented - DEF,kc663,,,,,,,,,1,,,,,,,,,,5,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,6,A def,Acid - DEF,kc663,1,,,,,,,,,,,,,,,,,,3,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,8,C6,CONTROL 6,kc663,,,,,,,,,,,,,,,,,,,10,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,9,CK def,Cooked - DEF,kc663,,,,,,,,,,,,,,,,,,,10,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,7,C7,CONTROL 7,kc663,,,,,,,,,,,,,,1,,,,,9,
Post-Eval Skim PM 041715 & 050815 Spring 2015 ,SKIM WHITE MILK,5,C8,CONTROL 8,kc663,,,,,,,,,,,,,,,,,,,9,
